vehicle_id,vehicle_type,enter_time_s,departure_time_s,travel_time_s,route_distance_m,distance_traveled_m,accumulated_waiting_time_s,custom_wait_s,moving_time_s,time_loss_s,free_flow_time_s,delay_s,waiting_fraction,moving_fraction,schedule_efficiency,completed_trip,trip_status
155258_420_0,pkw,25998.0,26023.0,25.0,,155.561,0.0,0.0,25.0,15.691,,,0.0,1.0,,True,completed
124749_406_0,pkw,25989.0,26025.0,36.0,,444.366,0.0,0.0,36.0,3.576,,,0.0,1.0,,True,completed
104503_397_0,pkw,25990.0,26029.0,39.0,,427.996,5.0,5.0,34.0,11.152,,,0.1282,0.8718,,True,completed
141272_415_0,pkw,26011.0,26032.0,21.0,,185.801,2.0,2.0,19.0,12.333,,,0.0952,0.9048,,True,completed
128887_408_0,pkw,26002.0,26034.0,32.0,,203.614,10.0,10.0,22.0,20.242,,,0.3125,0.6875,,True,completed
91248_391_0,pkw,25994.0,26034.0,40.0,,466.301,0.0,0.0,40.0,7.086,,,0.0,1.0,,True,completed
112780_402_0,pkw,25991.0,26035.0,44.0,,464.992,1.0,1.0,43.0,6.191,,,0.0227,0.9773,,True,completed
120720_405_0,pkw,25992.0,26036.0,44.0,,437.839,3.0,3.0,41.0,10.825,,,0.0682,0.9318,,True,completed
123860_406_0,pkw,25999.0,26037.0,38.0,,186.551,13.0,13.0,25.0,27.478,,,0.3421,0.6579,,True,completed
104991_398_0,pkw,25995.0,26038.0,43.0,,433.345,1.0,1.0,42.0,9.837,,,0.0233,0.9767,,True,completed
107750_400_0,pkw,25997.0,26040.0,43.0,,429.752,1.0,1.0,42.0,9.801,,,0.0233,0.9767,,True,completed
123353_406_0,pkw,26017.0,26041.0,24.0,,166.573,5.0,5.0,19.0,13.44,,,0.2083,0.7917,,True,completed
118760_405_0,pkw,26006.0,26043.0,37.0,,435.381,0.0,0.0,37.0,3.092,,,0.0,1.0,,True,completed
164943_423_0,pkw,25995.0,26043.0,48.0,,434.495,0.0,0.0,48.0,6.751,,,0.0,1.0,,True,completed
175059_428_0,pkw,26020.0,26043.0,23.0,,160.553,3.0,3.0,20.0,10.3,,,0.1304,0.8696,,True,completed
143271_415_0,pkw,26010.0,26044.0,34.0,,428.569,0.0,0.0,34.0,4.351,,,0.0,1.0,,True,completed
151525_419_0,pkw,26022.0,26045.0,23.0,,165.341,3.0,3.0,20.0,11.276,,,0.1304,0.8696,,True,completed
165168_423_0,pkw,26000.0,26045.0,45.0,,437.744,0.0,0.0,45.0,12.592,,,0.0,1.0,,True,completed
112364_401_0,pkw,26002.0,26046.0,44.0,,430.375,0.0,0.0,44.0,9.561,,,0.0,1.0,,True,completed
114624_403_0,pkw,26024.0,26046.0,22.0,,155.224,3.0,3.0,19.0,10.468,,,0.1364,0.8636,,True,completed
147039_416_0,pkw,26002.0,26046.0,44.0,,434.208,0.0,0.0,44.0,13.918,,,0.0,1.0,,True,completed
184959_431_0,pkw,26004.0,26048.0,44.0,,434.845,0.0,0.0,44.0,8.616,,,0.0,1.0,,True,completed
193955_435_0,pkw,26025.0,26049.0,24.0,,153.992,2.0,2.0,22.0,13.628,,,0.0833,0.9167,,True,completed
143450_415_0,pkw,26004.0,26050.0,46.0,,436.11,0.0,0.0,46.0,12.444,,,0.0,1.0,,True,completed
145576_416_0,pkw,26027.0,26051.0,24.0,,156.477,3.0,3.0,21.0,15.018,,,0.125,0.875,,True,completed
174745_427_0,pkw,26007.0,26051.0,44.0,,437.571,0.0,0.0,44.0,3.612,,,0.0,1.0,,True,completed
168951_425_0,pkw,26009.0,26052.0,43.0,,435.497,0.0,0.0,43.0,9.19,,,0.0,1.0,,True,completed
196432_436_0,pkw,26012.0,26052.0,40.0,,429.719,0.0,0.0,40.0,11.788,,,0.0,1.0,,True,completed
147371_416_0,pkw,26013.0,26054.0,41.0,,442.424,0.0,0.0,41.0,13.211,,,0.0,1.0,,True,completed
157226_421_0,pkw,26014.0,26054.0,40.0,,434.612,0.0,0.0,40.0,6.836,,,0.0,1.0,,True,completed
188921_434_0,pkw,26029.0,26054.0,25.0,,160.622,2.0,2.0,23.0,11.712,,,0.08,0.92,,True,completed
129239_408_0,pkw,26019.0,26056.0,37.0,,448.686,0.0,0.0,37.0,9.657,,,0.0,1.0,,True,completed
135055_411_0,pkw,26004.0,26056.0,52.0,,442.561,8.0,8.0,44.0,19.73,,,0.1538,0.8462,,True,completed
95064_393_0,pkw,26031.0,26057.0,26.0,,152.622,0.0,0.0,26.0,15.987,,,0.0,1.0,,True,completed
146365_416_0,pkw,26033.0,26059.0,26.0,,163.243,0.0,0.0,26.0,15.065,,,0.0,1.0,,True,completed
127805_407_0,pkw,26027.0,26062.0,35.0,,189.471,11.0,11.0,24.0,23.156,,,0.3143,0.6857,,True,completed
110138_401_0,pkw,26037.0,26064.0,27.0,,198.457,1.0,1.0,26.0,17.908,,,0.037,0.963,,True,completed
148337_417_0,pkw,26039.0,26064.0,25.0,,188.779,1.0,2.0,23.0,13.774,,,0.08,0.92,,True,completed
119604_405_0,pkw,26041.0,26066.0,25.0,,190.475,0.0,0.0,25.0,13.864,,,0.0,1.0,,True,completed
183604_431_0,pkw,26018.0,26069.0,51.0,,427.651,18.0,18.0,33.0,24.523,,,0.3529,0.6471,,True,completed
190126_434_0,pkw,26043.0,26072.0,29.0,,163.232,7.0,7.0,22.0,16.395,,,0.2414,0.7586,,True,completed
122769_406_0,pkw,26045.0,26073.0,28.0,,153.313,6.0,6.0,22.0,17.218,,,0.2143,0.7857,,True,completed
183293_431_0,pkw,26039.0,26074.0,35.0,,428.893,0.0,1.0,34.0,4.977,,,0.0286,0.9714,,True,completed
128898_408_0,pkw,26047.0,26075.0,28.0,,158.324,5.0,5.0,23.0,17.694,,,0.1786,0.8214,,True,completed
147619_416_0,pkw,26016.0,26075.0,59.0,,433.214,19.0,19.0,40.0,24.066,,,0.322,0.678,,True,completed
184170_431_0,pkw,26049.0,26077.0,28.0,,165.11,3.0,3.0,25.0,16.446,,,0.1071,0.8929,,True,completed
123020_406_0,pkw,26050.0,26079.0,29.0,,167.786,3.0,3.0,26.0,15.883,,,0.1034,0.8966,,True,completed
131381_410_0,pkw,26024.0,26080.0,56.0,,446.389,16.0,16.0,40.0,26.035,,,0.2857,0.7143,,True,completed
175678_428_0,pkw,26053.0,26081.0,28.0,,166.76,2.0,2.0,26.0,15.134,,,0.0714,0.9286,,True,completed
153999_420_0,pkw,26055.0,26082.0,27.0,,157.333,1.0,1.0,26.0,15.796,,,0.037,0.963,,True,completed
114290_402_0,pkw,26029.0,26083.0,54.0,,446.063,13.0,13.0,41.0,22.126,,,0.2407,0.7593,,True,completed
154682_420_0,pkw,26057.0,26084.0,27.0,,166.502,1.0,1.0,26.0,16.775,,,0.037,0.963,,True,completed
113502_402_0,pkw,26060.0,26085.0,25.0,,157.789,1.0,1.0,24.0,14.967,,,0.04,0.96,,True,completed
142839_415_0,pkw,26046.0,26085.0,39.0,,450.417,0.0,0.0,39.0,9.099,,,0.0,1.0,,True,completed
120397_405_0,pkw,26073.0,26087.0,14.0,,169.237,0.0,0.0,14.0,5.134,,,0.0,1.0,,True,completed
120972_405_0,pkw,26076.0,26089.0,13.0,,159.733,0.0,0.0,13.0,1.556,,,0.0,1.0,,True,completed
185736_432_0,pkw,26078.0,26090.0,12.0,,151.479,0.0,0.0,12.0,2.103,,,0.0,1.0,,True,completed
178124_430_0,pkw,26080.0,26093.0,13.0,,160.362,0.0,0.0,13.0,0.842,,,0.0,1.0,,True,completed
149395_417_0,pkw,26082.0,26095.0,13.0,,168.98,0.0,0.0,13.0,1.426,,,0.0,1.0,,True,completed
128717_408_0,pkw,26086.0,26099.0,13.0,,200.553,0.0,0.0,13.0,1.461,,,0.0,1.0,,True,completed
156856_421_0,pkw,26064.0,26101.0,37.0,,176.156,18.0,18.0,19.0,25.238,,,0.4865,0.5135,,True,completed
137355_412_0,pkw,26087.0,26102.0,15.0,,196.35,0.0,1.0,14.0,4.677,,,0.0667,0.9333,,True,completed
172984_426_0,pkw,26090.0,26104.0,14.0,,194.7,0.0,0.0,14.0,0.478,,,0.0,1.0,,True,completed
160420_421_0,pkw,26092.0,26105.0,13.0,,190.913,0.0,0.0,13.0,0.973,,,0.0,1.0,,True,completed
185926_432_0,pkw,26071.0,26109.0,38.0,,421.338,4.0,4.0,34.0,13.089,,,0.1053,0.8947,,True,completed
127709_407_0,pkw,26103.0,26121.0,18.0,,182.49,0.0,0.0,18.0,7.207,,,0.0,1.0,,True,completed
157808_421_0,pkw,26098.0,26122.0,24.0,,196.017,3.0,3.0,21.0,11.627,,,0.125,0.875,,True,completed
163719_422_0,pkw,26107.0,26126.0,19.0,,196.146,0.0,0.0,19.0,8.214,,,0.0,1.0,,True,completed
147117_416_0,pkw,26109.0,26127.0,18.0,,186.294,0.0,0.0,18.0,9.302,,,0.0,1.0,,True,completed
198554_436_0,pkw,26090.0,26131.0,41.0,,433.502,0.0,0.0,41.0,7.137,,,0.0,1.0,,True,completed
198762_436_0,pkw,26095.0,26132.0,37.0,,428.234,0.0,0.0,37.0,2.795,,,0.0,1.0,,True,completed
173017_426_0,pkw,26128.0,26140.0,12.0,,160.958,0.0,0.0,12.0,1.087,,,0.0,1.0,,True,completed
173628_427_0,pkw,26130.0,26142.0,12.0,,165.855,0.0,0.0,12.0,0.848,,,0.0,1.0,,True,completed
186127_432_0,pkw,26132.0,26143.0,11.0,,156.802,0.0,0.0,11.0,1.415,,,0.0,1.0,,True,completed
201617_438_0,pkw,26134.0,26145.0,11.0,,162.33,0.0,0.0,11.0,0.969,,,0.0,1.0,,True,completed
173550_427_0,pkw,26138.0,26151.0,13.0,,151.384,0.0,0.0,13.0,3.826,,,0.0,1.0,,True,completed
179915_430_0,pkw,26128.0,26164.0,36.0,,433.352,0.0,0.0,36.0,1.679,,,0.0,1.0,,True,completed
154087_420_0,pkw,26150.0,26171.0,21.0,,187.422,1.0,1.0,20.0,11.049,,,0.0476,0.9524,,True,completed
182215_431_0,pkw,26151.0,26171.0,20.0,,173.238,0.0,0.0,20.0,8.069,,,0.0,1.0,,True,completed
91928_392_0,pkw,26154.0,26172.0,18.0,,192.938,0.0,0.0,18.0,7.705,,,0.0,1.0,,True,completed
162087_421_0,pkw,26153.0,26173.0,20.0,,197.434,0.0,0.0,20.0,8.453,,,0.0,1.0,,True,completed
144735_416_0,pkw,26155.0,26174.0,19.0,,187.454,0.0,0.0,19.0,9.57,,,0.0,1.0,,True,completed
167635_425_0,pkw,26154.0,26174.0,20.0,,186.077,0.0,0.0,20.0,9.003,,,0.0,1.0,,True,completed
144596_416_0,pkw,26156.0,26176.0,20.0,,196.22,0.0,0.0,20.0,8.958,,,0.0,1.0,,True,completed
143722_416_0,pkw,26137.0,26180.0,43.0,,426.894,0.0,0.0,43.0,7.241,,,0.0,1.0,,True,completed
180053_430_0,pkw,26141.0,26180.0,39.0,,431.28,1.0,1.0,38.0,7.246,,,0.0256,0.9744,,True,completed
193009_435_0,pkw,26164.0,26180.0,16.0,,137.079,0.0,0.0,16.0,7.751,,,0.0,1.0,,True,completed
141374_415_0,pkw,26144.0,26182.0,38.0,,432.176,0.0,0.0,38.0,7.474,,,0.0,1.0,,True,completed
132635_410_0,pkw,26148.0,26183.0,35.0,,431.488,0.0,0.0,35.0,2.175,,,0.0,1.0,,True,completed
187756_433_0,pkw,26157.0,26189.0,32.0,,162.098,11.0,11.0,21.0,20.204,,,0.3438,0.6562,,True,completed
82141_389_0,pkw,26165.0,26191.0,26.0,,175.974,4.0,4.0,22.0,13.963,,,0.1538,0.8462,,True,completed
87651_391_0,pkw,26167.0,26191.0,24.0,,164.243,1.0,2.0,22.0,11.116,,,0.0833,0.9167,,True,completed
175861_428_0,pkw,26165.0,26192.0,27.0,,201.958,6.0,6.0,21.0,15.346,,,0.2222,0.7778,,True,completed
172508_426_0,pkw,26167.0,26193.0,26.0,,193.646,3.0,3.0,23.0,14.325,,,0.1154,0.8846,,True,completed
120336_405_0,pkw,26173.0,26194.0,21.0,,178.493,0.0,0.0,21.0,6.157,,,0.0,1.0,,True,completed
150909_418_0,pkw,26175.0,26195.0,20.0,,170.671,0.0,0.0,20.0,9.14,,,0.0,1.0,,True,completed
132991_410_0,pkw,26162.0,26200.0,38.0,,441.517,3.0,3.0,35.0,9.793,,,0.0789,0.9211,,True,completed
144456_416_0,pkw,26164.0,26202.0,38.0,,436.904,0.0,0.0,38.0,2.29,,,0.0,1.0,,True,completed
186295_432_0,pkw,26168.0,26203.0,35.0,,460.846,0.0,0.0,35.0,7.277,,,0.0,1.0,,True,completed
209386_441_0,pkw,26169.0,26203.0,34.0,,429.23,0.0,0.0,34.0,2.392,,,0.0,1.0,,True,completed
174836_427_0,pkw,26173.0,26204.0,31.0,,435.066,0.0,0.0,31.0,1.1,,,0.0,1.0,,True,completed
185000_431_0,pkw,26186.0,26210.0,24.0,,171.589,9.0,10.0,14.0,14.637,,,0.4167,0.5833,,True,completed
196852_436_0,pkw,26186.0,26211.0,25.0,,198.219,6.0,6.0,19.0,12.688,,,0.24,0.76,,True,completed
121160_405_0,pkw,26192.0,26213.0,21.0,,175.545,0.0,1.0,20.0,8.301,,,0.0476,0.9524,,True,completed
137750_412_0,pkw,26196.0,26213.0,17.0,,201.188,0.0,1.0,16.0,5.443,,,0.0588,0.9412,,True,completed
137942_412_0,pkw,26199.0,26213.0,14.0,,186.682,0.0,0.0,14.0,3.633,,,0.0,1.0,,True,completed
119795_405_0,pkw,26205.0,26215.0,10.0,,193.93,0.0,0.0,10.0,0.946,,,0.0,1.0,,True,completed
144203_416_0,pkw,26175.0,26221.0,46.0,,436.251,8.0,8.0,38.0,13.823,,,0.1739,0.8261,,True,completed
194750_436_0,pkw,26171.0,26221.0,50.0,,431.526,8.0,8.0,42.0,13.535,,,0.16,0.84,,True,completed
201408_438_0,pkw,26190.0,26222.0,32.0,,423.084,0.0,0.0,32.0,2.731,,,0.0,1.0,,True,completed
75906_386_0,pkw,26187.0,26227.0,40.0,,499.027,0.0,0.0,40.0,4.656,,,0.0,1.0,,True,completed
130863_409_0,pkw,26217.0,26229.0,12.0,,191.039,0.0,0.0,12.0,0.413,,,0.0,1.0,,True,completed
138028_412_0,pkw,26211.0,26231.0,20.0,,196.194,1.0,1.0,19.0,9.763,,,0.05,0.95,,True,completed
151977_419_0,pkw,26220.0,26231.0,11.0,,199.039,0.0,0.0,11.0,0.949,,,0.0,1.0,,True,completed
115245_403_0,pkw,26220.0,26232.0,12.0,,183.321,0.0,0.0,12.0,0.68,,,0.0,1.0,,True,completed
138869_413_0,pkw,26222.0,26232.0,10.0,,186.669,0.0,0.0,10.0,0.589,,,0.0,1.0,,True,completed
140506_414_0,pkw,26214.0,26233.0,19.0,,198.244,0.0,0.0,19.0,7.119,,,0.0,1.0,,True,completed
106576_399_0,pkw,26225.0,26234.0,9.0,,177.419,0.0,0.0,9.0,0.196,,,0.0,1.0,,True,completed
155346_420_0,pkw,26215.0,26234.0,19.0,,186.94,0.0,0.0,19.0,7.286,,,0.0,1.0,,True,completed
160045_421_0,pkw,26224.0,26235.0,11.0,,202.707,0.0,0.0,11.0,0.302,,,0.0,1.0,,True,completed
125309_406_0,pkw,26218.0,26236.0,18.0,,199.863,0.0,0.0,18.0,7.144,,,0.0,1.0,,True,completed
78744_387_0,pkw,26223.0,26236.0,13.0,,197.477,0.0,0.0,13.0,0.467,,,0.0,1.0,,True,completed
132053_410_0,pkw,26220.0,26237.0,17.0,,189.769,0.0,0.0,17.0,5.944,,,0.0,1.0,,True,completed
120918_405_0,pkw,26222.0,26239.0,17.0,,197.369,0.0,0.0,17.0,4.749,,,0.0,1.0,,True,completed
158704_421_0,pkw,26230.0,26240.0,10.0,,178.755,0.0,0.0,10.0,0.191,,,0.0,1.0,,True,completed
113977_402_0,pkw,26224.0,26241.0,17.0,,200.592,0.0,0.0,17.0,3.977,,,0.0,1.0,,True,completed
161366_421_0,pkw,26230.0,26242.0,12.0,,192.906,0.0,0.0,12.0,1.709,,,0.0,1.0,,True,completed
66799_380_0,pkw,26226.0,26242.0,16.0,,191.714,0.0,0.0,16.0,5.473,,,0.0,1.0,,True,completed
157524_421_0,pkw,26228.0,26244.0,16.0,,200.152,0.0,0.0,16.0,4.177,,,0.0,1.0,,True,completed
164859_422_0,pkw,26233.0,26245.0,12.0,,199.898,0.0,0.0,12.0,0.373,,,0.0,1.0,,True,completed
179847_430_0,pkw,26226.0,26245.0,19.0,,177.735,2.0,2.0,17.0,8.988,,,0.1053,0.8947,,True,completed
140904_414_0,pkw,26231.0,26246.0,15.0,,197.708,0.0,0.0,15.0,1.5,,,0.0,1.0,,True,completed
159876_421_0,pkw,26237.0,26248.0,11.0,,184.0,0.0,0.0,11.0,1.118,,,0.0,1.0,,True,completed
174068_427_0,pkw,26237.0,26248.0,11.0,,188.338,0.0,0.0,11.0,0.325,,,0.0,1.0,,True,completed
174976_428_0,pkw,26240.0,26251.0,11.0,,188.58,0.0,0.0,11.0,0.908,,,0.0,1.0,,True,completed
160613_421_0,pkw,26227.0,26252.0,25.0,,171.756,4.0,4.0,21.0,12.144,,,0.16,0.84,,True,completed
152190_419_0,pkw,26234.0,26254.0,20.0,,175.72,0.0,0.0,20.0,9.04,,,0.0,1.0,,True,completed
134487_411_0,pkw,26237.0,26256.0,19.0,,171.433,0.0,0.0,19.0,8.026,,,0.0,1.0,,True,completed
158001_421_0,pkw,26239.0,26258.0,19.0,,176.195,0.0,0.0,19.0,7.597,,,0.0,1.0,,True,completed
131968_410_0,pkw,26207.0,26260.0,53.0,,435.348,14.0,14.0,39.0,23.106,,,0.2642,0.7358,,True,completed
195072_436_0,pkw,26219.0,26262.0,43.0,,433.495,5.0,5.0,38.0,12.305,,,0.1163,0.8837,,True,completed
84251_390_0,pkw,26219.0,26262.0,43.0,,428.869,4.0,4.0,39.0,12.745,,,0.093,0.907,,True,completed
117166_404_0,pkw,26221.0,26264.0,43.0,,435.46,2.0,2.0,41.0,13.983,,,0.0465,0.9535,,True,completed
141693_415_0,pkw,26222.0,26266.0,44.0,,446.766,0.0,0.0,44.0,2.776,,,0.0,1.0,,True,completed
148073_417_0,pkw,26256.0,26269.0,13.0,,200.546,0.0,0.0,13.0,1.228,,,0.0,1.0,,True,completed
182242_431_0,pkw,26241.0,26271.0,30.0,,169.117,9.0,9.0,21.0,20.163,,,0.3,0.7,,True,completed
203685_439_0,pkw,26245.0,26272.0,27.0,,156.115,5.0,5.0,22.0,16.104,,,0.1852,0.8148,,True,completed
153702_420_0,pkw,26219.0,26273.0,54.0,,455.069,18.0,18.0,36.0,26.499,,,0.3333,0.6667,,True,completed
168247_425_0,pkw,26250.0,26274.0,24.0,,172.93,1.0,1.0,23.0,12.616,,,0.0417,0.9583,,True,completed
199507_437_0,pkw,26257.0,26274.0,17.0,,200.044,0.0,0.0,17.0,6.119,,,0.0,1.0,,True,completed
194948_436_0,pkw,26238.0,26280.0,42.0,,443.971,5.0,5.0,37.0,13.728,,,0.119,0.881,,True,completed
205411_440_0,pkw,26264.0,26280.0,16.0,,151.216,0.0,0.0,16.0,5.521,,,0.0,1.0,,True,completed
165285_423_0,pkw,26246.0,26282.0,36.0,,440.198,0.0,0.0,36.0,8.279,,,0.0,1.0,,True,completed
195114_436_0,pkw,26248.0,26282.0,34.0,,435.969,0.0,0.0,34.0,2.122,,,0.0,1.0,,True,completed
175859_428_0,pkw,26253.0,26285.0,32.0,,446.319,0.0,0.0,32.0,1.772,,,0.0,1.0,,True,completed
173174_427_0,pkw,26255.0,26289.0,34.0,,431.433,0.0,0.0,34.0,1.514,,,0.0,1.0,,True,completed
176788_429_0,pkw,26259.0,26289.0,30.0,,432.068,0.0,0.0,30.0,1.709,,,0.0,1.0,,True,completed
210154_441_0,pkw,26257.0,26289.0,32.0,,435.295,0.0,0.0,32.0,1.388,,,0.0,1.0,,True,completed
209977_441_0,pkw,26263.0,26292.0,29.0,,424.371,0.0,0.0,29.0,1.321,,,0.0,1.0,,True,completed
88667_391_0,pkw,26260.0,26293.0,33.0,,444.399,0.0,0.0,33.0,2.133,,,0.0,1.0,,True,completed
162342_421_0,pkw,26275.0,26301.0,26.0,,195.742,7.0,7.0,19.0,15.045,,,0.2692,0.7308,,True,completed
169310_425_0,pkw,26271.0,26301.0,30.0,,175.962,10.0,10.0,20.0,18.144,,,0.3333,0.6667,,True,completed
142019_415_0,pkw,26279.0,26303.0,24.0,,198.887,1.0,1.0,23.0,12.963,,,0.0417,0.9583,,True,completed
138350_412_0,pkw,26285.0,26304.0,19.0,,189.049,0.0,0.0,19.0,8.178,,,0.0,1.0,,True,completed
161953_421_0,pkw,26277.0,26304.0,27.0,,202.626,4.0,4.0,23.0,12.719,,,0.1481,0.8519,,True,completed
188437_433_0,pkw,26288.0,26305.0,17.0,,193.593,0.0,0.0,17.0,5.414,,,0.0,1.0,,True,completed
155654_420_0,pkw,26290.0,26307.0,17.0,,202.514,0.0,0.0,17.0,4.107,,,0.0,1.0,,True,completed
152256_419_0,pkw,26295.0,26308.0,13.0,,192.247,0.0,0.0,13.0,2.631,,,0.0,1.0,,True,completed
186005_432_0,pkw,26293.0,26308.0,15.0,,203.371,0.0,0.0,15.0,3.532,,,0.0,1.0,,True,completed
182027_431_0,pkw,26297.0,26310.0,13.0,,199.16,0.0,0.0,13.0,2.328,,,0.0,1.0,,True,completed
168315_425_0,pkw,26299.0,26311.0,12.0,,188.448,0.0,0.0,12.0,1.814,,,0.0,1.0,,True,completed
166403_424_0,pkw,26301.0,26312.0,11.0,,185.089,0.0,0.0,11.0,0.233,,,0.0,1.0,,True,completed
181741_431_0,pkw,26300.0,26313.0,13.0,,188.745,0.0,0.0,13.0,1.028,,,0.0,1.0,,True,completed
173762_427_0,pkw,26296.0,26315.0,19.0,,172.539,0.0,0.0,19.0,7.612,,,0.0,1.0,,True,completed
195063_436_0,pkw,26302.0,26315.0,13.0,,198.865,0.0,0.0,13.0,0.815,,,0.0,1.0,,True,completed
195766_436_0,pkw,26304.0,26316.0,12.0,,193.234,0.0,0.0,12.0,1.081,,,0.0,1.0,,True,completed
89293_391_0,pkw,26298.0,26317.0,19.0,,177.385,0.0,0.0,19.0,7.975,,,0.0,1.0,,True,completed
168278_425_0,pkw,26266.0,26320.0,54.0,,430.159,18.0,18.0,36.0,23.823,,,0.3333,0.6667,,True,completed
165304_423_0,pkw,26264.0,26321.0,57.0,,436.717,13.0,13.0,44.0,19.525,,,0.2281,0.7719,,True,completed
170962_426_0,pkw,26272.0,26323.0,51.0,,426.726,5.0,5.0,46.0,12.703,,,0.098,0.902,,True,completed
208014_441_0,pkw,26277.0,26325.0,48.0,,446.175,1.0,1.0,47.0,8.914,,,0.0208,0.9792,,True,completed
209865_441_0,pkw,26280.0,26326.0,46.0,,437.41,0.0,0.0,46.0,11.221,,,0.0,1.0,,True,completed
196636_436_0,pkw,26306.0,26330.0,24.0,,198.039,8.0,9.0,15.0,13.538,,,0.375,0.625,,True,completed
168584_425_0,pkw,26308.0,26331.0,23.0,,192.334,4.0,4.0,19.0,11.401,,,0.1739,0.8261,,True,completed
194383_436_0,pkw,26310.0,26332.0,22.0,,194.212,5.0,5.0,17.0,12.35,,,0.2273,0.7727,,True,completed
99791_396_0,pkw,26319.0,26332.0,13.0,,196.669,0.0,0.0,13.0,0.53,,,0.0,1.0,,True,completed
193929_435_0,pkw,26314.0,26333.0,19.0,,202.655,0.0,0.0,19.0,8.304,,,0.0,1.0,,True,completed
130655_409_0,pkw,26312.0,26336.0,24.0,,203.334,1.0,1.0,23.0,11.882,,,0.0417,0.9583,,True,completed
167177_425_0,pkw,26323.0,26338.0,15.0,,197.29,0.0,0.0,15.0,3.745,,,0.0,1.0,,True,completed
168218_425_0,pkw,26326.0,26339.0,13.0,,176.582,0.0,0.0,13.0,2.721,,,0.0,1.0,,True,completed
184915_431_0,pkw,26328.0,26341.0,13.0,,169.954,0.0,0.0,13.0,1.575,,,0.0,1.0,,True,completed
164124_422_0,pkw,26330.0,26350.0,20.0,,149.023,3.0,3.0,17.0,11.413,,,0.15,0.85,,True,completed
97664_395_0,pkw,26328.0,26352.0,24.0,,193.097,3.0,3.0,21.0,9.64,,,0.125,0.875,,True,completed
118113_405_0,pkw,26332.0,26354.0,22.0,,197.525,1.0,1.0,21.0,7.376,,,0.0455,0.9545,,True,completed
180186_430_0,pkw,26338.0,26354.0,16.0,,185.965,0.0,0.0,16.0,5.145,,,0.0,1.0,,True,completed
196515_436_0,pkw,26342.0,26355.0,13.0,,164.918,0.0,0.0,13.0,3.982,,,0.0,1.0,,True,completed
118404_405_0,pkw,26322.0,26359.0,37.0,,460.208,0.0,0.0,37.0,3.506,,,0.0,1.0,,True,completed
155659_420_0,pkw,26318.0,26360.0,42.0,,430.018,0.0,0.0,42.0,4.846,,,0.0,1.0,,True,completed
198014_436_0,pkw,26296.0,26361.0,65.0,,453.773,22.0,23.0,42.0,31.407,,,0.3538,0.6462,,True,completed
156933_421_0,pkw,26327.0,26363.0,36.0,,433.028,0.0,0.0,36.0,6.521,,,0.0,1.0,,True,completed
198956_436_0,pkw,26299.0,26363.0,64.0,,461.295,21.0,21.0,43.0,37.368,,,0.3281,0.6719,,True,completed
78694_387_0,pkw,26336.0,26375.0,39.0,,460.314,0.0,0.0,39.0,3.348,,,0.0,1.0,,True,completed
187305_433_0,pkw,26331.0,26376.0,45.0,,439.638,0.0,0.0,45.0,3.058,,,0.0,1.0,,True,completed
206972_441_0,pkw,26334.0,26376.0,42.0,,447.537,2.0,2.0,40.0,11.753,,,0.0476,0.9524,,True,completed
152154_419_0,pkw,26337.0,26378.0,41.0,,435.281,0.0,0.0,41.0,5.993,,,0.0,1.0,,True,completed
157880_421_0,pkw,26347.0,26381.0,34.0,,438.64,0.0,0.0,34.0,2.122,,,0.0,1.0,,True,completed
146877_416_0,pkw,26349.0,26383.0,34.0,,441.278,0.0,0.0,34.0,2.317,,,0.0,1.0,,True,completed
115471_403_0,pkw,26351.0,26384.0,33.0,,432.337,0.0,0.0,33.0,3.878,,,0.0,1.0,,True,completed
97909_395_0,pkw,26361.0,26390.0,29.0,,436.502,0.0,0.0,29.0,1.214,,,0.0,1.0,,True,completed
182895_431_0,pkw,26378.0,26392.0,14.0,,168.701,0.0,0.0,14.0,4.808,,,0.0,1.0,,True,completed
161985_421_0,pkw,26381.0,26394.0,13.0,,160.556,0.0,0.0,13.0,1.708,,,0.0,1.0,,True,completed
98702_395_0,pkw,26384.0,26395.0,11.0,,141.102,0.0,0.0,11.0,0.812,,,0.0,1.0,,True,completed
169701_426_0,pkw,26385.0,26398.0,13.0,,194.818,0.0,0.0,13.0,2.344,,,0.0,1.0,,True,completed
107161_400_0,pkw,26371.0,26400.0,29.0,,185.853,12.0,12.0,17.0,17.823,,,0.4138,0.5862,,True,completed
160151_421_0,pkw,26390.0,26401.0,11.0,,193.911,0.0,0.0,11.0,0.417,,,0.0,1.0,,True,completed
165758_423_0,pkw,26389.0,26401.0,12.0,,199.597,0.0,0.0,12.0,0.59,,,0.0,1.0,,True,completed
185401_432_0,pkw,26368.0,26405.0,37.0,,430.584,0.0,0.0,37.0,2.242,,,0.0,1.0,,True,completed
191059_435_0,pkw,26363.0,26410.0,47.0,,435.958,8.0,8.0,39.0,15.039,,,0.1702,0.8298,,True,completed
207870_441_0,pkw,26384.0,26412.0,28.0,,431.542,0.0,0.0,28.0,1.077,,,0.0,1.0,,True,completed
94386_393_0,pkw,26380.0,26413.0,33.0,,436.494,0.0,0.0,33.0,1.678,,,0.0,1.0,,True,completed
145141_416_0,pkw,26382.0,26414.0,32.0,,426.842,0.0,0.0,32.0,5.392,,,0.0,1.0,,True,completed
