vehicle_id,vehicle_type,enter_time_s,departure_time_s,travel_time_s,route_distance_m,distance_traveled_m,accumulated_waiting_time_s,custom_wait_s,moving_time_s,time_loss_s,free_flow_time_s,delay_s,waiting_fraction,moving_fraction,schedule_efficiency,completed_trip,trip_status
124779_406_0,pkw,25206.0,25218.0,12.0,,154.888,0.0,0.0,12.0,1.398,,,0.0,1.0,,True,completed
98305_395_0,pkw,25212.0,25222.0,10.0,,165.594,0.0,0.0,10.0,0.589,,,0.0,1.0,,True,completed
102535_396_0,pkw,25219.0,25229.0,10.0,,153.132,0.0,0.0,10.0,0.693,,,0.0,1.0,,True,completed
147209_416_0,pkw,25221.0,25231.0,10.0,,157.684,0.0,0.0,10.0,0.792,,,0.0,1.0,,True,completed
151372_418_0,pkw,25208.0,25238.0,30.0,,402.732,0.0,0.0,30.0,4.88,,,0.0,1.0,,True,completed
123965_406_0,pkw,25219.0,25257.0,38.0,,430.424,0.0,0.0,38.0,1.834,,,0.0,1.0,,True,completed
120663_405_0,pkw,25247.0,25258.0,11.0,,197.608,0.0,0.0,11.0,1.263,,,0.0,1.0,,True,completed
91582_392_0,pkw,25219.0,25258.0,39.0,,457.003,0.0,0.0,39.0,4.979,,,0.0,1.0,,True,completed
121258_405_0,pkw,25241.0,25261.0,20.0,,188.394,1.0,1.0,19.0,9.32,,,0.05,0.95,,True,completed
102630_396_0,pkw,25253.0,25263.0,10.0,,191.677,0.0,0.0,10.0,0.26,,,0.0,1.0,,True,completed
113509_402_0,pkw,25249.0,25263.0,14.0,,179.479,0.0,0.0,14.0,1.489,,,0.0,1.0,,True,completed
126742_407_0,pkw,25243.0,25263.0,20.0,,195.364,0.0,0.0,20.0,8.896,,,0.0,1.0,,True,completed
102501_396_0,pkw,25245.0,25265.0,20.0,,197.915,0.0,0.0,20.0,6.51,,,0.0,1.0,,True,completed
122194_406_0,pkw,25256.0,25267.0,11.0,,187.395,0.0,0.0,11.0,0.371,,,0.0,1.0,,True,completed
130147_409_0,pkw,25252.0,25267.0,15.0,,187.134,0.0,0.0,15.0,4.282,,,0.0,1.0,,True,completed
135103_411_0,pkw,25258.0,25269.0,11.0,,197.582,0.0,0.0,11.0,1.804,,,0.0,1.0,,True,completed
122376_406_0,pkw,25255.0,25270.0,15.0,,199.3,0.0,0.0,15.0,2.306,,,0.0,1.0,,True,completed
133955_411_0,pkw,25260.0,25271.0,11.0,,197.882,0.0,0.0,11.0,0.3,,,0.0,1.0,,True,completed
152958_419_0,pkw,25258.0,25271.0,13.0,,188.808,0.0,0.0,13.0,3.134,,,0.0,1.0,,True,completed
129253_408_0,pkw,25262.0,25272.0,10.0,,186.657,0.0,0.0,10.0,0.437,,,0.0,1.0,,True,completed
125613_406_0,pkw,25260.0,25273.0,13.0,,194.451,0.0,0.0,13.0,0.555,,,0.0,1.0,,True,completed
120275_405_0,pkw,25262.0,25274.0,12.0,,185.968,0.0,0.0,12.0,1.138,,,0.0,1.0,,True,completed
135201_411_0,pkw,25265.0,25277.0,12.0,,190.351,0.0,0.0,12.0,0.577,,,0.0,1.0,,True,completed
57065_374_0,pkw,25267.0,25278.0,11.0,,185.792,0.0,0.0,11.0,0.426,,,0.0,1.0,,True,completed
134807_411_0,pkw,25264.0,25279.0,15.0,,199.581,0.0,0.0,15.0,4.476,,,0.0,1.0,,True,completed
86189_391_0,pkw,25267.0,25279.0,12.0,,189.29,0.0,0.0,12.0,0.254,,,0.0,1.0,,True,completed
129519_408_0,pkw,25269.0,25280.0,11.0,,196.688,0.0,0.0,11.0,0.62,,,0.0,1.0,,True,completed
82015_389_0,pkw,25269.0,25281.0,12.0,,199.464,0.0,0.0,12.0,1.465,,,0.0,1.0,,True,completed
135431_411_0,pkw,25271.0,25282.0,11.0,,187.993,0.0,0.0,11.0,0.425,,,0.0,1.0,,True,completed
136204_411_0,pkw,25270.0,25284.0,14.0,,198.022,0.0,0.0,14.0,0.629,,,0.0,1.0,,True,completed
146814_416_0,pkw,25272.0,25285.0,13.0,,188.82,0.0,0.0,13.0,3.573,,,0.0,1.0,,True,completed
125316_406_0,pkw,25274.0,25287.0,13.0,,198.079,0.0,0.0,13.0,3.14,,,0.0,1.0,,True,completed
118286_405_0,pkw,25275.0,25288.0,13.0,,189.043,0.0,0.0,13.0,2.881,,,0.0,1.0,,True,completed
118931_405_0,pkw,25278.0,25288.0,10.0,,190.812,0.0,0.0,10.0,0.237,,,0.0,1.0,,True,completed
134435_411_0,pkw,25277.0,25290.0,13.0,,197.549,0.0,0.0,13.0,2.377,,,0.0,1.0,,True,completed
108236_400_0,pkw,25279.0,25291.0,12.0,,187.184,0.0,0.0,12.0,0.492,,,0.0,1.0,,True,completed
146536_416_0,pkw,25279.0,25291.0,12.0,,197.631,0.0,0.0,12.0,0.345,,,0.0,1.0,,True,completed
110905_401_0,pkw,25281.0,25293.0,12.0,,196.163,0.0,0.0,12.0,0.217,,,0.0,1.0,,True,completed
94647_393_0,pkw,25281.0,25293.0,12.0,,191.905,0.0,0.0,12.0,1.033,,,0.0,1.0,,True,completed
137559_412_0,pkw,25283.0,25294.0,11.0,,185.448,0.0,0.0,11.0,0.855,,,0.0,1.0,,True,completed
157203_421_0,pkw,25282.0,25295.0,13.0,,201.037,0.0,0.0,13.0,1.991,,,0.0,1.0,,True,completed
106268_399_0,pkw,25285.0,25296.0,11.0,,191.529,0.0,0.0,11.0,0.376,,,0.0,1.0,,True,completed
139731_413_0,pkw,25284.0,25296.0,12.0,,190.095,0.0,0.0,12.0,0.416,,,0.0,1.0,,True,completed
148629_417_0,pkw,25285.0,25297.0,12.0,,187.153,0.0,0.0,12.0,0.393,,,0.0,1.0,,True,completed
160150_421_0,pkw,25221.0,25301.0,80.0,,444.31,39.0,39.0,41.0,49.825,,,0.4875,0.5125,,True,completed
149029_417_0,pkw,25237.0,25302.0,65.0,,194.133,43.0,43.0,22.0,52.181,,,0.6615,0.3385,,True,completed
162814_422_0,pkw,25234.0,25303.0,69.0,,438.734,25.0,25.0,44.0,34.347,,,0.3623,0.6377,,True,completed
130602_409_0,pkw,25269.0,25305.0,36.0,,435.45,0.0,0.0,36.0,1.737,,,0.0,1.0,,True,completed
128446_408_0,pkw,25274.0,25308.0,34.0,,458.998,0.0,0.0,34.0,3.853,,,0.0,1.0,,True,completed
115444_403_0,pkw,25295.0,25309.0,14.0,,164.502,0.0,0.0,14.0,5.039,,,0.0,1.0,,True,completed
103540_397_0,pkw,25301.0,25314.0,13.0,,160.337,0.0,0.0,13.0,2.2,,,0.0,1.0,,True,completed
83516_390_0,pkw,25276.0,25317.0,41.0,,464.086,0.0,0.0,41.0,3.685,,,0.0,1.0,,True,completed
113303_402_0,pkw,25284.0,25318.0,34.0,,450.149,0.0,0.0,34.0,6.188,,,0.0,1.0,,True,completed
136082_411_0,pkw,25278.0,25319.0,41.0,,438.31,0.0,1.0,40.0,4.264,,,0.0244,0.9756,,True,completed
85818_390_0,pkw,25281.0,25321.0,40.0,,443.451,0.0,0.0,40.0,3.765,,,0.0,1.0,,True,completed
86583_391_0,pkw,25290.0,25322.0,32.0,,434.993,0.0,0.0,32.0,4.219,,,0.0,1.0,,True,completed
120878_405_0,pkw,25292.0,25324.0,32.0,,442.416,0.0,0.0,32.0,3.061,,,0.0,1.0,,True,completed
85922_391_0,pkw,25294.0,25325.0,31.0,,433.17,0.0,0.0,31.0,4.224,,,0.0,1.0,,True,completed
137244_412_0,pkw,25296.0,25335.0,39.0,,435.986,0.0,0.0,39.0,1.988,,,0.0,1.0,,True,completed
138220_412_0,pkw,25310.0,25339.0,29.0,,427.407,0.0,0.0,29.0,1.382,,,0.0,1.0,,True,completed
118963_405_0,pkw,25305.0,25340.0,35.0,,443.149,0.0,0.0,35.0,2.213,,,0.0,1.0,,True,completed
136152_411_0,pkw,25314.0,25346.0,32.0,,432.685,0.0,0.0,32.0,3.901,,,0.0,1.0,,True,completed
142412_415_0,pkw,25308.0,25347.0,39.0,,433.697,0.0,0.0,39.0,2.361,,,0.0,1.0,,True,completed
127662_407_0,pkw,25345.0,25361.0,16.0,,195.554,0.0,0.0,16.0,5.137,,,0.0,1.0,,True,completed
133688_411_0,pkw,25286.0,25361.0,75.0,,188.451,57.0,57.0,18.0,64.798,,,0.76,0.24,,True,completed
149973_417_0,pkw,25345.0,25363.0,18.0,,198.12,0.0,1.0,17.0,6.8,,,0.0556,0.9444,,True,completed
133819_411_0,pkw,25348.0,25364.0,16.0,,187.871,0.0,0.0,16.0,4.916,,,0.0,1.0,,True,completed
161963_421_0,pkw,25353.0,25366.0,13.0,,190.379,0.0,0.0,13.0,0.557,,,0.0,1.0,,True,completed
99716_396_0,pkw,25352.0,25367.0,15.0,,202.57,0.0,0.0,15.0,1.244,,,0.0,1.0,,True,completed
130372_409_0,pkw,25328.0,25371.0,43.0,,459.605,4.0,4.0,39.0,12.449,,,0.093,0.907,,True,completed
162096_421_0,pkw,25307.0,25371.0,64.0,,403.504,18.0,18.0,46.0,33.498,,,0.2812,0.7188,,True,completed
167799_425_0,pkw,25328.0,25371.0,43.0,,432.765,3.0,3.0,40.0,9.027,,,0.0698,0.9302,,True,completed
104806_398_0,pkw,25330.0,25372.0,42.0,,450.165,4.0,4.0,38.0,13.137,,,0.0952,0.9048,,True,completed
122154_406_0,pkw,25338.0,25372.0,34.0,,423.979,0.0,0.0,34.0,3.52,,,0.0,1.0,,True,completed
175147_428_0,pkw,25325.0,25372.0,47.0,,392.708,6.0,6.0,41.0,22.908,,,0.1277,0.8723,,True,completed
140822_414_0,pkw,25360.0,25380.0,20.0,,183.993,1.0,1.0,19.0,10.108,,,0.05,0.95,,True,completed
161648_421_0,pkw,25364.0,25382.0,18.0,,188.061,0.0,0.0,18.0,7.905,,,0.0,1.0,,True,completed
146948_416_0,pkw,25355.0,25383.0,28.0,,200.401,5.0,5.0,23.0,13.556,,,0.1786,0.8214,,True,completed
154120_420_0,pkw,25361.0,25383.0,22.0,,202.391,1.0,1.0,21.0,9.31,,,0.0455,0.9545,,True,completed
109585_401_0,pkw,25366.0,25384.0,18.0,,195.318,0.0,0.0,18.0,7.378,,,0.0,1.0,,True,completed
121429_406_0,pkw,25363.0,25384.0,21.0,,194.733,0.0,0.0,21.0,10.823,,,0.0,1.0,,True,completed
101928_396_0,pkw,25369.0,25385.0,16.0,,187.252,0.0,0.0,16.0,4.806,,,0.0,1.0,,True,completed
155579_420_0,pkw,25370.0,25387.0,17.0,,192.627,0.0,0.0,17.0,4.718,,,0.0,1.0,,True,completed
134511_411_0,pkw,25365.0,25388.0,23.0,,193.857,0.0,0.0,23.0,12.294,,,0.0,1.0,,True,completed
135138_411_0,pkw,25350.0,25390.0,40.0,,434.937,7.0,7.0,33.0,13.395,,,0.175,0.825,,True,completed
161721_421_0,pkw,25338.0,25390.0,52.0,,395.652,12.0,12.0,40.0,27.477,,,0.2308,0.7692,,True,completed
121091_405_0,pkw,25346.0,25391.0,45.0,,439.434,6.0,6.0,39.0,13.673,,,0.1333,0.8667,,True,completed
150753_418_0,pkw,25352.0,25392.0,40.0,,449.461,0.0,0.0,40.0,8.827,,,0.0,1.0,,True,completed
169772_426_0,pkw,25348.0,25393.0,45.0,,441.383,4.0,4.0,41.0,13.581,,,0.0889,0.9111,,True,completed
114183_402_0,pkw,25360.0,25395.0,35.0,,436.351,0.0,0.0,35.0,2.094,,,0.0,1.0,,True,completed
120618_405_0,pkw,25364.0,25396.0,32.0,,427.251,0.0,0.0,32.0,4.711,,,0.0,1.0,,True,completed
148536_417_0,pkw,25362.0,25396.0,34.0,,456.761,0.0,0.0,34.0,4.022,,,0.0,1.0,,True,completed
165043_423_0,pkw,25367.0,25402.0,35.0,,449.082,0.0,0.0,35.0,4.182,,,0.0,1.0,,True,completed
137508_412_0,pkw,25368.0,25404.0,36.0,,431.761,0.0,0.0,36.0,4.966,,,0.0,1.0,,True,completed
167170_425_0,pkw,25366.0,25405.0,39.0,,436.537,0.0,0.0,39.0,1.996,,,0.0,1.0,,True,completed
173487_427_0,pkw,25370.0,25406.0,36.0,,443.26,0.0,0.0,36.0,8.019,,,0.0,1.0,,True,completed
111249_401_0,pkw,25367.0,25407.0,40.0,,196.484,12.0,12.0,28.0,29.622,,,0.3,0.7,,True,completed
163503_422_0,pkw,25376.0,25412.0,36.0,,425.304,0.0,0.0,36.0,2.143,,,0.0,1.0,,True,completed
115620_403_0,pkw,25378.0,25414.0,36.0,,430.865,0.0,0.0,36.0,3.906,,,0.0,1.0,,True,completed
162547_422_0,pkw,25371.0,25415.0,44.0,,440.219,0.0,0.0,44.0,2.745,,,0.0,1.0,,True,completed
127513_407_0,pkw,25379.0,25416.0,37.0,,436.546,0.0,0.0,37.0,3.077,,,0.0,1.0,,True,completed
171810_426_0,pkw,25374.0,25416.0,42.0,,432.521,0.0,0.0,42.0,8.299,,,0.0,1.0,,True,completed
95948_394_0,pkw,25377.0,25417.0,40.0,,427.333,0.0,0.0,40.0,7.664,,,0.0,1.0,,True,completed
104556_397_0,pkw,25371.0,25420.0,49.0,,171.614,27.0,27.0,22.0,38.598,,,0.551,0.449,,True,completed
125385_406_0,pkw,25373.0,25423.0,50.0,,199.059,25.0,25.0,25.0,39.672,,,0.5,0.5,,True,completed
93126_392_0,pkw,25375.0,25424.0,49.0,,189.679,25.0,25.0,24.0,37.443,,,0.5102,0.4898,,True,completed
120308_405_0,pkw,25377.0,25426.0,49.0,,199.637,25.0,25.0,24.0,39.16,,,0.5102,0.4898,,True,completed
119040_405_0,pkw,25387.0,25430.0,43.0,,423.739,6.0,6.0,37.0,13.593,,,0.1395,0.8605,,True,completed
84424_390_0,pkw,25381.0,25430.0,49.0,,444.934,8.0,8.0,41.0,18.181,,,0.1633,0.8367,,True,completed
100057_396_0,pkw,25385.0,25432.0,47.0,,442.3,5.0,5.0,42.0,11.693,,,0.1064,0.8936,,True,completed
92315_392_0,pkw,25389.0,25433.0,44.0,,433.102,2.0,2.0,42.0,9.912,,,0.0455,0.9545,,True,completed
163150_422_0,pkw,25394.0,25434.0,40.0,,461.623,0.0,0.0,40.0,3.87,,,0.0,1.0,,True,completed
105238_398_0,pkw,25396.0,25435.0,39.0,,451.148,0.0,0.0,39.0,5.55,,,0.0,1.0,,True,completed
139080_413_0,pkw,25398.0,25435.0,37.0,,432.583,0.0,0.0,37.0,5.772,,,0.0,1.0,,True,completed
113625_402_0,pkw,25379.0,25441.0,62.0,,188.857,31.0,31.0,31.0,50.132,,,0.5,0.5,,True,completed
117534_404_0,pkw,25373.0,25441.0,68.0,,188.902,47.0,47.0,21.0,56.678,,,0.6912,0.3088,,True,completed
117148_404_0,pkw,25376.0,25443.0,67.0,,196.199,46.0,46.0,21.0,56.734,,,0.6866,0.3134,,True,completed
116804_404_0,pkw,25412.0,25444.0,32.0,,186.302,7.0,8.0,24.0,22.786,,,0.25,0.75,,True,completed
154290_420_0,pkw,25432.0,25444.0,12.0,,189.026,0.0,0.0,12.0,0.388,,,0.0,1.0,,True,completed
129330_408_0,pkw,25434.0,25446.0,12.0,,181.523,0.0,0.0,12.0,0.804,,,0.0,1.0,,True,completed
144491_416_0,pkw,25418.0,25446.0,28.0,,193.362,5.0,5.0,23.0,16.031,,,0.1786,0.8214,,True,completed
140041_414_0,pkw,25404.0,25447.0,43.0,,189.403,7.0,8.0,35.0,33.387,,,0.186,0.814,,True,completed
107932_400_0,pkw,25427.0,25448.0,21.0,,199.912,0.0,1.0,20.0,9.982,,,0.0476,0.9524,,True,completed
139126_413_0,pkw,25381.0,25449.0,68.0,,175.234,30.0,30.0,38.0,56.63,,,0.4412,0.5588,,True,completed
114134_402_0,pkw,25414.0,25452.0,38.0,,454.694,0.0,0.0,38.0,6.789,,,0.0,1.0,,True,completed
149846_417_0,pkw,25400.0,25452.0,52.0,,435.004,8.0,8.0,44.0,16.404,,,0.1538,0.8462,,True,completed
100926_396_0,pkw,25402.0,25454.0,52.0,,433.139,6.0,6.0,46.0,22.226,,,0.1154,0.8846,,True,completed
145157_416_0,pkw,25411.0,25456.0,45.0,,439.678,5.0,5.0,40.0,16.013,,,0.1111,0.8889,,True,completed
141862_415_0,pkw,25413.0,25457.0,44.0,,433.305,0.0,0.0,44.0,2.851,,,0.0,1.0,,True,completed
121964_406_0,pkw,25420.0,25460.0,40.0,,440.674,0.0,0.0,40.0,11.096,,,0.0,1.0,,True,completed
176093_428_0,pkw,25418.0,25461.0,43.0,,433.924,0.0,0.0,43.0,2.837,,,0.0,1.0,,True,completed
97739_395_0,pkw,25426.0,25465.0,39.0,,437.267,0.0,0.0,39.0,2.231,,,0.0,1.0,,True,completed
106883_399_0,pkw,25409.0,25470.0,61.0,,199.281,23.0,23.0,38.0,48.87,,,0.377,0.623,,True,completed
114601_403_0,pkw,25418.0,25471.0,53.0,,189.356,24.0,24.0,29.0,43.06,,,0.4528,0.5472,,True,completed
137320_412_0,pkw,25415.0,25471.0,56.0,,399.507,15.0,15.0,41.0,29.898,,,0.2679,0.7321,,True,completed
148479_417_0,pkw,25424.0,25473.0,49.0,,199.42,20.0,20.0,29.0,37.797,,,0.4082,0.5918,,True,completed
106784_399_0,pkw,25427.0,25474.0,47.0,,188.221,17.0,17.0,30.0,37.662,,,0.3617,0.6383,,True,completed
117960_404_0,pkw,25434.0,25481.0,47.0,,456.369,8.0,8.0,39.0,14.31,,,0.1702,0.8298,,True,completed
121832_406_0,pkw,25429.0,25482.0,53.0,,433.979,5.0,5.0,48.0,10.9,,,0.0943,0.9057,,True,completed
104968_398_0,pkw,25444.0,25483.0,39.0,,426.005,0.0,0.0,39.0,9.377,,,0.0,1.0,,True,completed
131495_410_0,pkw,25445.0,25486.0,41.0,,459.561,0.0,0.0,41.0,6.566,,,0.0,1.0,,True,completed
129025_408_0,pkw,25457.0,25488.0,31.0,,437.316,0.0,0.0,31.0,1.187,,,0.0,1.0,,True,completed
89629_391_0,pkw,25447.0,25488.0,41.0,,464.696,0.0,0.0,41.0,10.266,,,0.0,1.0,,True,completed
138516_412_0,pkw,25455.0,25489.0,34.0,,451.993,0.0,0.0,34.0,9.153,,,0.0,1.0,,True,completed
124133_406_0,pkw,25459.0,25491.0,32.0,,431.936,0.0,0.0,32.0,1.358,,,0.0,1.0,,True,completed
101974_396_0,pkw,25457.0,25492.0,35.0,,450.615,0.0,0.0,35.0,4.228,,,0.0,1.0,,True,completed
67983_381_0,pkw,25459.0,25498.0,39.0,,461.606,0.0,0.0,39.0,3.827,,,0.0,1.0,,True,completed
102805_396_0,pkw,25471.0,25500.0,29.0,,190.806,10.0,10.0,19.0,16.311,,,0.3448,0.6552,,True,completed
119623_405_0,pkw,25436.0,25500.0,64.0,,690.741,8.0,8.0,56.0,16.92,,,0.125,0.875,,True,completed
145391_416_0,pkw,25467.0,25501.0,34.0,,197.342,15.0,15.0,19.0,24.42,,,0.4412,0.5588,,True,completed
145855_416_0,pkw,25470.0,25501.0,31.0,,187.112,12.0,12.0,19.0,19.846,,,0.3871,0.6129,,True,completed
153635_420_0,pkw,25461.0,25501.0,40.0,,189.59,21.0,21.0,19.0,30.072,,,0.525,0.475,,True,completed
119004_405_0,pkw,25480.0,25502.0,22.0,,185.031,0.0,1.0,21.0,13.259,,,0.0455,0.9545,,True,completed
161689_421_0,pkw,25468.0,25503.0,35.0,,407.615,0.0,0.0,35.0,5.466,,,0.0,1.0,,True,completed
164382_422_0,pkw,25470.0,25504.0,34.0,,400.023,0.0,0.0,34.0,11.324,,,0.0,1.0,,True,completed
100928_396_0,pkw,25473.0,25506.0,33.0,,409.347,0.0,0.0,33.0,8.935,,,0.0,1.0,,True,completed
110033_401_0,pkw,25481.0,25508.0,27.0,,197.017,1.0,1.0,26.0,14.851,,,0.037,0.963,,True,completed
149073_417_0,pkw,25478.0,25509.0,31.0,,177.077,6.0,6.0,25.0,20.513,,,0.1935,0.8065,,True,completed
130797_409_0,pkw,25483.0,25510.0,27.0,,193.445,1.0,1.0,26.0,14.327,,,0.037,0.963,,True,completed
129413_408_0,pkw,25461.0,25511.0,50.0,,436.112,9.0,9.0,41.0,14.118,,,0.18,0.82,,True,completed
140819_414_0,pkw,25462.0,25511.0,49.0,,431.021,9.0,9.0,40.0,17.717,,,0.1837,0.8163,,True,completed
126718_407_0,pkw,25486.0,25512.0,26.0,,201.008,0.0,0.0,26.0,16.37,,,0.0,1.0,,True,completed
148120_417_0,pkw,25463.0,25512.0,49.0,,441.098,8.0,8.0,41.0,19.473,,,0.1633,0.8367,,True,completed
156366_420_0,pkw,25466.0,25513.0,47.0,,428.038,6.0,6.0,41.0,13.445,,,0.1277,0.8723,,True,completed
75513_386_0,pkw,25465.0,25513.0,48.0,,431.576,8.0,8.0,40.0,18.814,,,0.1667,0.8333,,True,completed
140123_414_0,pkw,25468.0,25515.0,47.0,,438.065,7.0,7.0,40.0,18.28,,,0.1489,0.8511,,True,completed
97374_395_0,pkw,25469.0,25515.0,46.0,,452.342,4.0,4.0,42.0,21.292,,,0.087,0.913,,True,completed
142878_415_0,pkw,25478.0,25516.0,38.0,,431.282,0.0,0.0,38.0,8.084,,,0.0,1.0,,True,completed
95712_394_0,pkw,25472.0,25517.0,45.0,,437.639,4.0,4.0,41.0,12.764,,,0.0889,0.9111,,True,completed
154948_420_0,pkw,25505.0,25519.0,14.0,,183.976,0.0,0.0,14.0,3.693,,,0.0,1.0,,True,completed
159287_421_0,pkw,25504.0,25521.0,17.0,,193.933,0.0,0.0,17.0,5.374,,,0.0,1.0,,True,completed
124728_406_0,pkw,25494.0,25522.0,28.0,,198.731,9.0,9.0,19.0,16.904,,,0.3214,0.6786,,True,completed
95692_394_0,pkw,25511.0,25522.0,11.0,,180.678,0.0,0.0,11.0,1.077,,,0.0,1.0,,True,completed
153383_420_0,pkw,25496.0,25523.0,27.0,,197.206,4.0,4.0,23.0,15.378,,,0.1481,0.8519,,True,completed
137952_412_0,pkw,25496.0,25524.0,28.0,,193.917,7.0,7.0,21.0,16.265,,,0.25,0.75,,True,completed
126197_407_0,pkw,25501.0,25525.0,24.0,,191.417,2.0,2.0,22.0,10.699,,,0.0833,0.9167,,True,completed
175864_428_0,pkw,25491.0,25526.0,35.0,,400.107,0.0,0.0,35.0,3.155,,,0.0,1.0,,True,completed
146065_416_0,pkw,25483.0,25527.0,44.0,,450.507,0.0,0.0,44.0,9.626,,,0.0,1.0,,True,completed
129661_409_0,pkw,25490.0,25528.0,38.0,,442.209,0.0,0.0,38.0,4.835,,,0.0,1.0,,True,completed
110527_401_0,pkw,25474.0,25530.0,56.0,,431.909,10.0,10.0,46.0,27.709,,,0.1786,0.8214,,True,completed
126424_407_0,pkw,25488.0,25531.0,43.0,,197.119,11.0,11.0,32.0,31.901,,,0.2558,0.7442,,True,completed
118661_405_0,pkw,25481.0,25532.0,51.0,,437.18,5.0,5.0,46.0,13.529,,,0.098,0.902,,True,completed
61354_376_0,pkw,25487.0,25532.0,45.0,,442.823,6.0,6.0,39.0,17.12,,,0.1333,0.8667,,True,completed
80409_388_0,pkw,25491.0,25533.0,42.0,,427.582,2.0,2.0,40.0,10.146,,,0.0476,0.9524,,True,completed
121971_406_0,pkw,25489.0,25534.0,45.0,,445.225,5.0,5.0,40.0,16.237,,,0.1111,0.8889,,True,completed
139795_413_0,pkw,25493.0,25535.0,42.0,,431.954,2.0,2.0,40.0,13.62,,,0.0476,0.9524,,True,completed
128533_408_0,pkw,25497.0,25536.0,39.0,,426.72,0.0,0.0,39.0,9.272,,,0.0,1.0,,True,completed
119953_405_0,pkw,25492.0,25537.0,45.0,,442.698,9.0,10.0,35.0,18.532,,,0.2222,0.7778,,True,completed
162490_421_0,pkw,25485.0,25537.0,52.0,,464.353,1.0,1.0,51.0,9.624,,,0.0192,0.9808,,True,completed
136398_411_0,pkw,25495.0,25538.0,43.0,,432.972,0.0,0.0,43.0,6.988,,,0.0,1.0,,True,completed
159698_421_0,pkw,25494.0,25543.0,49.0,,398.116,1.0,1.0,48.0,15.509,,,0.0204,0.9796,,True,completed
160712_421_0,pkw,25515.0,25543.0,28.0,,183.821,8.0,8.0,20.0,15.1,,,0.2857,0.7143,,True,completed
123765_406_0,pkw,25498.0,25544.0,46.0,,441.114,6.0,6.0,40.0,16.668,,,0.1304,0.8696,,True,completed
148199_417_0,pkw,25529.0,25545.0,16.0,,188.238,0.0,1.0,15.0,5.511,,,0.0625,0.9375,,True,completed
183802_431_0,pkw,25499.0,25545.0,46.0,,405.716,4.0,4.0,42.0,15.806,,,0.087,0.913,,True,completed
130240_409_0,pkw,25500.0,25546.0,46.0,,445.063,5.0,5.0,41.0,16.252,,,0.1087,0.8913,,True,completed
100304_396_0,pkw,25503.0,25550.0,47.0,,434.873,10.0,10.0,37.0,17.667,,,0.2128,0.7872,,True,completed
163672_422_0,pkw,25502.0,25551.0,49.0,,408.033,1.0,1.0,48.0,21.557,,,0.0204,0.9796,,True,completed
98410_395_0,pkw,25501.0,25551.0,50.0,,434.492,6.0,6.0,44.0,18.323,,,0.12,0.88,,True,completed
133024_410_0,pkw,25507.0,25552.0,45.0,,425.952,5.0,5.0,40.0,15.529,,,0.1111,0.8889,,True,completed
145219_416_0,pkw,25503.0,25552.0,49.0,,431.85,9.0,9.0,40.0,17.278,,,0.1837,0.8163,,True,completed
95319_394_0,pkw,25514.0,25552.0,38.0,,396.571,1.0,1.0,37.0,13.84,,,0.0263,0.9737,,True,completed
96309_394_0,pkw,25509.0,25553.0,44.0,,424.287,4.0,4.0,40.0,13.803,,,0.0909,0.9091,,True,completed
150442_418_0,pkw,25519.0,25554.0,35.0,,446.008,0.0,0.0,35.0,7.349,,,0.0,1.0,,True,completed
171615_426_0,pkw,25521.0,25555.0,34.0,,436.531,0.0,0.0,34.0,5.571,,,0.0,1.0,,True,completed
117253_404_0,pkw,25523.0,25557.0,34.0,,445.173,0.0,0.0,34.0,3.093,,,0.0,1.0,,True,completed
172151_426_0,pkw,25523.0,25557.0,34.0,,430.253,0.0,0.0,34.0,2.111,,,0.0,1.0,,True,completed
131147_409_0,pkw,25502.0,25559.0,57.0,,450.939,11.0,11.0,46.0,28.623,,,0.193,0.807,,True,completed
131095_409_0,pkw,25533.0,25561.0,28.0,,193.245,8.0,8.0,20.0,14.777,,,0.2857,0.7143,,True,completed
164286_422_0,pkw,25517.0,25562.0,45.0,,395.481,4.0,4.0,41.0,15.513,,,0.0889,0.9111,,True,completed
139907_414_0,pkw,25536.0,25563.0,27.0,,190.084,7.0,7.0,20.0,16.032,,,0.2593,0.7407,,True,completed
113597_402_0,pkw,25536.0,25564.0,28.0,,172.893,8.0,8.0,20.0,17.54,,,0.2857,0.7143,,True,completed
134042_411_0,pkw,25519.0,25564.0,45.0,,405.364,2.0,2.0,43.0,20.341,,,0.0444,0.9556,,True,completed
99939_396_0,pkw,25526.0,25565.0,39.0,,394.668,1.0,1.0,38.0,13.873,,,0.0256,0.9744,,True,completed
137917_412_0,pkw,25531.0,25567.0,36.0,,401.643,0.0,0.0,36.0,12.733,,,0.0,1.0,,True,completed
125917_406_0,pkw,25548.0,25570.0,22.0,,136.434,6.0,6.0,16.0,12.902,,,0.2727,0.7273,,True,completed
151628_419_0,pkw,25537.0,25571.0,34.0,,428.267,0.0,0.0,34.0,1.793,,,0.0,1.0,,True,completed
153290_420_0,pkw,25541.0,25573.0,32.0,,444.73,0.0,0.0,32.0,1.815,,,0.0,1.0,,True,completed
81559_389_0,pkw,25538.0,25573.0,35.0,,432.887,0.0,0.0,35.0,2.934,,,0.0,1.0,,True,completed
128339_408_0,pkw,25543.0,25574.0,31.0,,433.809,0.0,0.0,31.0,3.044,,,0.0,1.0,,True,completed
168358_425_0,pkw,25540.0,25578.0,38.0,,449.402,0.0,0.0,38.0,5.025,,,0.0,1.0,,True,completed
